Edad,Rotacion,ViajesNegocio,TarifaDiaria,Departamento,DistanciaCasa,Educacion,CampoEducativo,NumeroEmpleados,SatisfaccionEntorno,Genero,TarifaHora,Involucramiento,NivelPuesto,RolTrabajo,SatisfaccionLaboral,EstadoCivil,IngresoMensual,TarifaMensual,NumEmpresas,Mayor18,HorasExtra,PorcentajeAumento,Rendimiento,SatisfaccionRelacion,HorasEstandar,NivelStock,AniosTotales,CapacitacionesAnio,BalanceVidaTrabajo,AniosEmpresa,AniosRolActual,AniosDesdeAscenso,AniosConJefe
28,yes,travel_rarely,1157,research & development,2,4,medical,1,1,male,84,1,1,research scientist,4,married,3464,24737,5,y,yes,13,3,4,80,0,5,4,2,3,2,2,2
30,no,travel_rarely,1275,research & development,28,2,medical,1,4,female,64,3,2,research scientist,4,married,5775,11934,1,y,no,13,3,4,80,2,11,2,3,10,8,1,9
39,yes,travel_rarely,1162,sales,3,2,medical,1,4,female,41,3,2,sales executive,3,married,5238,17778,4,y,yes,18,3,1,80,0,12,3,2,1,0,0,0
43,no,travel_frequently,559,research & development,10,4,life sciences,1,3,female,82,2,2,laboratory technician,3,divorced,5257,6227,1,y,no,11,3,2,80,1,9,3,4,9,7,0,0
54,no,travel_frequently,928,research & development,20,4,life sciences,1,4,female,31,3,2,research scientist,3,single,4869,16885,3,y,no,12,3,4,80,0,20,4,2,4,3,0,3
43,no,travel_rarely,1001,research & development,7,3,life sciences,1,3,female,43,3,3,healthcare representative,1,married,9985,9262,8,y,no,16,3,1,80,1,10,1,2,1,0,0,0
29,yes,travel_rarely,318,research & development,8,4,other,1,2,male,77,1,1,laboratory technician,1,married,2119,4759,1,y,yes,11,3,4,80,0,7,4,2,7,7,0,7
29,no,travel_rarely,738,research & development,9,5,other,1,2,male,30,2,1,laboratory technician,4,single,3983,7621,0,y,no,17,3,3,80,0,4,2,3,3,2,2,2
27,no,travel_rarely,1130,sales,8,4,marketing,1,2,female,56,3,2,sales executive,2,married,6214,3415,1,y,no,18,3,1,80,1,8,3,3,8,7,0,7
37,no,travel_rarely,1192,research & development,5,2,medical,1,4,male,61,3,2,manufacturing director,4,divorced,6347,23177,7,y,no,16,3,3,80,2,8,2,2,6,2,0,4
38,no,travel_rarely,343,research & development,15,2,life sciences,1,3,male,92,2,3,research director,4,divorced,11510,15682,0,y,yes,14,3,2,80,1,12,3,3,11,10,2,9
31,no,travel_rarely,1232,research & development,7,4,medical,1,3,female,39,3,3,manufacturing director,4,single,7143,25713,1,y,yes,14,3,3,80,0,11,2,2,11,9,4,10
29,no,travel_rarely,144,sales,10,1,marketing,1,4,female,39,2,2,sales executive,2,divorced,8268,11866,1,y,yes,14,3,1,80,2,7,2,3,7,7,1,7
23,no,travel_rarely,1309,research & development,26,1,life sciences,1,3,male,83,3,1,research scientist,4,divorced,2904,16092,1,y,no,12,3,3,80,2,4,2,2,4,2,0,2
41,no,travel_rarely,483,research & development,6,3,medical,1,4,male,95,2,2,manufacturing director,2,single,6032,10110,6,y,yes,15,3,4,80,0,8,3,3,5,4,1,2
47,no,travel_frequently,1309,sales,4,1,medical,1,2,male,99,3,2,sales representative,3,single,2976,25751,3,y,no,19,3,1,80,0,5,3,3,0,0,0,0
42,no,travel_rarely,810,research & development,23,5,life sciences,1,1,female,44,3,4,research director,4,single,15992,15901,2,y,no,14,3,2,80,0,16,2,3,1,0,0,0
29,no,non-travel,746,sales,2,3,life sciences,1,4,male,61,3,2,sales executive,3,married,4649,16928,1,y,no,14,3,1,80,1,4,3,2,4,3,0,2
32,no,travel_rarely,1062,research & development,2,3,medical,1,3,female,75,3,1,laboratory technician,2,married,2370,3956,1,y,no,13,3,3,80,1,8,4,3,8,0,0,7
37,no,travel_rarely,1319,research & development,6,3,medical,1,3,male,51,4,2,research scientist,1,divorced,5974,17001,4,y,yes,13,3,1,80,2,13,2,3,7,7,6,7
30,no,non-travel,641,sales,25,2,technical degree,1,4,female,85,3,2,sales executive,3,married,4736,6069,7,y,yes,12,3,2,80,1,4,2,4,2,2,2,2
26,no,travel_rarely,933,sales,1,3,life sciences,1,3,male,57,3,2,sales executive,3,married,5296,20156,1,y,no,17,3,2,80,1,8,3,3,8,7,7,7
21,yes,travel_frequently,756,sales,1,1,technical degree,1,1,female,99,2,1,sales representative,2,single,2174,9150,1,y,yes,11,3,3,80,0,3,3,3,3,2,1,2
36,no,travel_frequently,541,sales,3,4,medical,1,1,male,48,2,3,sales executive,4,married,9699,7246,4,y,no,11,3,1,80,1,16,2,3,13,9,1,12
57,no,travel_rarely,593,research & development,1,4,medical,1,4,male,88,3,2,healthcare representative,3,married,6755,2967,2,y,no,11,3,3,80,0,15,2,3,3,2,1,2
40,no,travel_rarely,1171,research & development,10,4,life sciences,1,4,female,46,4,1,laboratory technician,3,married,2213,22495,3,y,yes,13,3,3,80,1,10,3,3,7,7,1,7
33,yes,travel_rarely,350,sales,5,3,marketing,1,4,female,34,3,1,sales representative,3,single,2851,9150,1,y,yes,13,3,2,80,0,1,2,3,1,0,0,0
46,no,non-travel,1144,research & development,7,4,medical,1,3,female,30,3,2,manufacturing director,3,married,5258,16044,2,y,no,14,3,3,80,0,7,2,4,1,0,0,0
50,no,travel_rarely,1046,research & development,10,3,technical degree,1,4,male,100,2,3,healthcare representative,4,single,10496,2755,6,y,no,15,3,4,80,0,20,2,3,4,3,1,3
27,no,travel_rarely,1469,research & development,1,2,medical,1,4,male,82,3,1,laboratory technician,2,divorced,3816,17881,1,y,no,11,3,2,80,1,5,2,3,5,2,0,4
28,no,travel_rarely,304,sales,9,4,life sciences,1,2,male,92,3,2,sales executive,4,single,5253,20750,1,y,no,16,3,4,80,0,7,1,3,7,5,0,7
51,no,travel_rarely,1178,sales,14,2,life sciences,1,3,female,87,3,2,sales executive,4,married,4936,14862,4,y,no,11,3,3,80,1,18,2,2,7,7,0,7
36,no,travel_rarely,329,research & development,2,3,life sciences,1,4,female,96,3,1,research scientist,3,married,2543,11868,4,y,no,13,3,2,80,1,6,3,3,2,2,2,2
34,yes,non-travel,1362,sales,19,3,marketing,1,1,male,67,4,2,sales executive,4,single,5304,4652,8,y,yes,13,3,2,80,0,9,3,2,5,2,0,4
24,no,travel_rarely,1371,sales,10,4,marketing,1,4,female,77,3,2,sales executive,3,divorced,4260,5915,1,y,yes,12,3,4,80,1,5,2,4,5,2,0,3
30,no,travel_rarely,202,sales,2,1,technical degree,1,3,male,72,3,1,sales representative,2,married,2476,17434,1,y,no,18,3,1,80,1,1,3,3,1,0,0,0
22,no,travel_rarely,253,research & development,11,3,medical,1,1,female,43,3,1,research scientist,2,married,2244,24440,1,y,no,13,3,4,80,1,2,1,3,2,1,1,2
37,no,travel_rarely,1305,research & development,10,4,life sciences,1,3,male,49,3,2,manufacturing director,2,single,4197,21123,2,y,yes,12,3,4,80,0,18,2,2,1,0,0,1
43,no,travel_rarely,1473,research & development,8,4,other,1,3,female,74,3,2,healthcare representative,3,divorced,4522,2227,4,y,yes,14,3,4,80,0,8,3,3,5,2,0,2
25,no,travel_rarely,891,sales,4,2,life sciences,1,2,female,99,2,2,sales executive,4,single,4487,12090,1,y,yes,11,3,2,80,0,5,3,3,5,4,1,3
31,no,travel_rarely,329,research & development,1,2,life sciences,1,4,male,98,2,1,laboratory technician,1,married,2218,16193,1,y,no,12,3,3,80,1,4,3,3,4,2,3,2
41,no,travel_rarely,645,sales,1,3,marketing,1,2,male,49,4,3,sales executive,1,married,8392,19566,1,y,no,16,3,3,80,1,10,2,3,10,7,0,7
28,no,travel_rarely,1300,research & development,17,2,medical,1,3,male,79,3,2,laboratory technician,1,divorced,4558,13535,1,y,no,12,3,4,80,1,10,2,3,10,0,1,8
52,no,travel_rarely,319,research & development,3,3,medical,1,4,male,39,2,3,manufacturing director,3,married,7969,19609,2,y,yes,14,3,3,80,0,28,4,3,5,4,0,4
42,no,travel_frequently,532,research & development,29,2,life sciences,1,1,female,92,3,2,research scientist,3,divorced,4556,12932,2,y,no,11,3,2,80,1,19,3,3,5,4,0,2
24,yes,travel_rarely,1448,sales,1,1,technical degree,1,1,female,62,3,1,sales representative,2,single,3202,21972,1,y,yes,16,3,2,80,0,6,4,3,5,3,1,4
34,yes,travel_frequently,296,sales,6,2,marketing,1,4,female,33,1,1,sales representative,3,divorced,2351,12253,0,y,no,16,3,4,80,1,3,3,2,2,2,1,0
30,no,non-travel,1400,research & development,3,3,life sciences,1,3,male,53,3,1,laboratory technician,4,married,2097,16734,4,y,no,15,3,3,80,1,9,3,1,5,3,1,4
29,no,travel_rarely,986,research & development,3,4,medical,1,2,male,93,2,3,research director,3,married,11935,21526,1,y,no,18,3,3,80,0,10,2,3,10,2,0,7
29,yes,travel_rarely,408,research & development,25,5,technical degree,1,3,female,71,2,1,research scientist,2,married,2546,18300,5,y,no,16,3,2,80,0,6,2,4,2,2,1,1
19,yes,travel_rarely,489,human resources,2,2,technical degree,1,1,male,52,2,1,human resources,4,single,2564,18437,1,y,no,12,3,3,80,0,1,3,4,1,0,0,0
30,no,non-travel,1398,sales,22,4,other,1,3,female,69,3,3,sales executive,1,married,8412,2890,0,y,no,11,3,3,80,0,10,3,3,9,8,7,8
30,no,non-travel,1116,research & development,2,3,medical,1,3,female,49,3,1,laboratory technician,4,single,2564,7181,0,y,no,14,3,3,80,0,12,2,2,11,7,6,7
35,no,travel_rarely,144,research & development,22,3,life sciences,1,4,male,46,1,1,laboratory technician,3,single,4230,19225,0,y,no,15,3,3,80,0,6,2,3,5,4,4,3
54,no,travel_rarely,548,research & development,8,4,life sciences,1,3,female,42,3,2,laboratory technician,3,single,3780,23428,7,y,no,11,3,3,80,0,19,3,3,1,0,0,0
34,no,travel_rarely,1303,research & development,2,4,life sciences,1,4,male,62,2,1,research scientist,3,divorced,2768,8416,3,y,no,12,3,3,80,1,14,3,3,7,3,5,7
46,no,travel_rarely,1125,sales,10,3,marketing,1,3,female,94,2,3,sales executive,4,married,9071,11563,2,y,yes,19,3,3,80,1,15,3,3,3,2,1,2
33,yes,travel_rarely,1277,research & development,15,1,medical,1,2,male,56,3,3,manager,3,married,13610,24619,7,y,yes,12,3,4,80,0,15,2,4,7,6,7,7
30,no,travel_rarely,413,sales,7,1,marketing,1,4,male,57,3,1,sales representative,2,single,2983,18398,0,y,no,14,3,1,80,0,4,3,3,3,2,1,2
35,no,travel_rarely,1276,research & development,16,3,life sciences,1,4,male,72,3,3,healthcare representative,3,married,7632,14295,4,y,yes,12,3,3,80,0,10,2,3,8,7,0,0
31,yes,travel_frequently,534,research & development,20,3,life sciences,1,1,male,66,3,3,healthcare representative,3,married,9824,22908,3,y,no,12,3,1,80,0,12,2,3,1,0,0,0
42,no,travel_frequently,1474,research & development,5,2,other,1,2,male,97,3,1,laboratory technician,3,married,2093,9260,4,y,no,17,3,4,80,1,8,4,3,2,2,2,0
22,yes,travel_frequently,1368,research & development,4,1,technical degree,1,3,male,99,2,1,laboratory technician,3,single,3894,9129,5,y,no,16,3,3,80,0,4,3,3,2,2,1,2
48,no,travel_rarely,163,sales,2,5,marketing,1,2,female,37,3,2,sales executive,4,married,4051,19658,2,y,no,14,3,1,80,1,14,2,3,9,7,6,7
41,no,non-travel,267,sales,10,2,life sciences,1,4,male,56,3,2,sales executive,4,single,6230,13430,7,y,no,14,3,4,80,0,16,3,3,14,3,1,10
39,no,travel_frequently,443,research & development,8,1,life sciences,1,3,female,48,3,1,laboratory technician,3,married,3755,17872,1,y,no,11,3,1,80,1,8,3,3,8,3,0,7
31,no,travel_rarely,828,sales,2,1,life sciences,1,2,male,77,3,2,sales executive,4,single,6582,8346,4,y,yes,13,3,3,80,0,10,2,4,6,5,0,5
45,no,travel_rarely,561,sales,2,3,other,1,4,male,61,3,2,sales executive,2,married,4805,16177,0,y,no,19,3,2,80,1,9,3,4,8,7,3,7
26,yes,travel_frequently,426,human resources,17,4,life sciences,1,2,female,58,3,1,human resources,3,divorced,2741,22808,0,y,yes,11,3,2,80,1,8,2,2,7,7,1,0
29,no,travel_rarely,232,research & development,19,3,technical degree,1,4,male,34,3,2,manufacturing director,4,divorced,4262,22645,4,y,no,12,3,2,80,2,8,2,4,3,2,1,2
33,no,travel_rarely,922,research & development,1,5,medical,1,1,female,95,4,4,research director,3,divorced,16184,22578,4,y,no,19,3,3,80,1,10,2,3,6,1,0,5
18,yes,travel_frequently,1306,sales,5,3,marketing,1,2,male,69,3,1,sales representative,2,single,1878,8059,1,y,yes,14,3,4,80,0,0,3,3,0,0,0,0
40,no,non-travel,1094,sales,28,3,other,1,3,male,58,1,3,sales executive,1,divorced,10932,11373,3,y,no,15,3,3,80,1,20,2,3,1,0,0,1
41,no,non-travel,509,research & development,2,4,other,1,1,female,62,2,2,healthcare representative,3,single,6811,2112,2,y,yes,17,3,1,80,0,10,3,3,8,7,0,7
35,no,travel_rarely,195,sales,1,3,medical,1,1,female,80,3,2,sales executive,3,single,4859,6698,1,y,no,16,3,4,80,0,5,3,3,5,4,0,3
34,no,travel_rarely,258,sales,21,4,life sciences,1,4,male,74,4,2,sales executive,4,single,5337,19921,1,y,no,12,3,4,80,0,10,3,3,10,7,5,7
26,yes,travel_rarely,471,research & development,24,3,technical degree,1,3,male,66,1,1,laboratory technician,4,single,2340,23213,1,y,yes,18,3,2,80,0,1,3,1,1,0,0,0
37,no,travel_rarely,799,research & development,1,3,technical degree,1,2,female,59,3,3,manufacturing director,4,single,7491,23848,4,y,no,17,3,4,80,0,12,3,4,6,5,1,2
46,no,travel_frequently,1034,research & development,18,1,medical,1,1,female,86,3,3,healthcare representative,3,married,10527,8984,5,y,no,11,3,4,80,0,28,3,2,2,2,1,2
52,no,travel_rarely,956,research & development,6,2,technical degree,1,4,male,78,3,2,research scientist,1,divorced,5577,22087,3,y,yes,12,3,2,80,2,18,3,3,10,9,6,9
32,yes,non-travel,1474,sales,11,4,other,1,4,male,60,4,2,sales executive,3,married,4707,23914,8,y,no,12,3,4,80,0,6,2,3,4,2,1,2
24,no,travel_frequently,535,sales,24,3,medical,1,4,male,38,3,1,sales representative,4,married,2400,5530,0,y,no,13,3,3,80,2,3,3,3,2,2,2,1
38,no,travel_rarely,1495,research & development,10,3,medical,1,3,female,76,3,2,healthcare representative,3,married,9824,22174,3,y,no,19,3,3,80,1,18,4,3,1,0,0,0
37,no,travel_rarely,446,research & development,1,4,life sciences,1,2,female,65,3,2,manufacturing director,2,married,6447,15701,6,y,no,12,3,2,80,1,8,2,2,6,5,4,3
24,no,travel_rarely,691,research & development,23,3,medical,1,2,male,89,4,1,research scientist,4,married,2725,21630,1,y,yes,11,3,2,80,2,6,3,3,6,5,1,4
25,no,travel_rarely,622,sales,13,1,medical,1,2,male,40,3,1,sales representative,3,married,2096,26376,1,y,no,11,3,3,80,0,7,1,3,7,4,0,6
24,yes,travel_frequently,1287,research & development,7,3,life sciences,1,1,female,55,3,1,laboratory technician,3,married,2886,14168,1,y,yes,16,3,4,80,1,6,4,3,6,3,1,2
30,yes,travel_frequently,448,sales,12,4,life sciences,1,2,male,74,2,1,sales representative,1,married,2033,14470,1,y,no,18,3,3,80,1,1,2,4,1,0,0,0
34,no,travel_rarely,254,research & development,1,2,life sciences,1,2,male,83,2,1,research scientist,4,married,3622,22794,1,y,yes,13,3,4,80,1,6,3,3,6,5,1,3
31,yes,travel_rarely,1365,sales,13,4,medical,1,2,male,46,3,2,sales executive,1,divorced,4233,11512,2,y,no,17,3,3,80,0,9,2,1,3,1,1,2
35,no,travel_rarely,538,research & development,25,2,other,1,1,male,54,2,2,laboratory technician,4,single,3681,14004,4,y,no,14,3,4,80,0,9,3,3,3,2,0,2
37,no,travel_rarely,558,sales,2,3,marketing,1,4,male,75,3,2,sales executive,3,married,9602,3010,4,y,yes,11,3,3,80,1,17,3,2,3,0,1,0
42,no,travel_rarely,622,research & development,2,4,life sciences,1,3,female,81,3,2,healthcare representative,4,married,4089,5718,1,y,no,13,3,2,80,2,10,4,3,10,2,2,2
38,no,travel_rarely,362,research & development,1,1,life sciences,1,3,female,43,3,1,research scientist,1,single,2619,14561,3,y,no,17,3,4,80,0,8,3,2,0,0,0,0
43,no,travel_frequently,1001,research & development,9,5,medical,1,4,male,72,3,2,laboratory technician,3,divorced,5679,19627,3,y,yes,13,3,2,80,1,10,3,3,8,7,4,7
48,no,travel_rarely,1236,research & development,1,4,life sciences,1,4,female,40,2,4,manager,1,married,15402,17997,7,y,no,11,3,1,80,1,21,3,1,3,2,0,2
44,no,travel_rarely,1112,human resources,1,4,life sciences,1,1,female,50,2,2,human resources,3,single,5985,26894,4,y,no,11,3,2,80,0,10,1,4,2,2,0,2
34,no,travel_rarely,204,sales,14,3,technical degree,1,3,female,31,3,1,sales representative,3,divorced,2579,2912,1,y,yes,18,3,4,80,2,8,3,3,8,2,0,6
27,yes,travel_rarely,1420,sales,2,1,marketing,1,3,male,85,3,1,sales representative,1,divorced,3041,16346,0,y,no,11,3,2,80,1,5,3,3,4,3,0,2
21,no,travel_rarely,1343,sales,22,1,technical degree,1,3,male,49,3,1,sales representative,3,single,3447,24444,1,y,no,11,3,3,80,0,3,2,3,3,2,1,2
33,no,travel_rarely,1216,sales,8,4,marketing,1,3,male,39,3,2,sales executive,3,divorced,7104,20431,0,y,no,12,3,4,80,0,6,3,3,5,0,1,2
32,no,travel_rarely,646,research & development,9,4,life sciences,1,1,female,92,3,2,research scientist,4,married,6322,18089,1,y,yes,12,3,4,80,1,6,2,2,6,4,0,5
45,yes,travel_frequently,306,sales,26,4,life sciences,1,1,female,100,3,2,sales executive,1,married,4286,5630,2,y,no,14,3,4,80,2,5,4,3,1,1,0,0
26,no,travel_rarely,991,research & development,6,3,life sciences,1,3,female,71,3,1,laboratory technician,4,married,2659,17759,1,y,yes,13,3,3,80,1,3,2,3,3,2,0,2
37,no,travel_rarely,482,research & development,3,3,other,1,3,male,36,3,3,manufacturing director,3,married,9434,9606,1,y,no,15,3,3,80,1,10,2,3,10,7,7,8
54,no,travel_rarely,397,human resources,19,4,medical,1,3,male,88,3,3,human resources,2,married,10725,6729,2,y,no,15,3,3,80,1,16,1,4,9,7,7,1
36,no,travel_rarely,913,research & development,9,2,medical,1,2,male,48,2,2,manufacturing director,2,divorced,8847,13934,2,y,yes,11,3,3,80,1,13,2,3,3,2,0,2
35,no,non-travel,727,research & development,3,3,life sciences,1,3,male,41,2,1,laboratory technician,3,married,1281,16900,1,y,no,18,3,3,80,2,1,3,3,1,0,0,0
23,no,travel_rarely,885,research & development,4,3,medical,1,1,male,58,4,1,research scientist,1,married,2819,8544,2,y,no,16,3,1,80,1,5,3,4,3,2,0,2
48,no,travel_rarely,817,sales,2,1,marketing,1,2,male,56,4,2,sales executive,2,married,8120,18597,3,y,no,12,3,4,80,0,12,3,3,2,2,2,2
37,no,travel_rarely,1225,research & development,10,2,life sciences,1,4,male,80,4,1,research scientist,4,single,4680,15232,3,y,no,17,3,1,80,0,4,2,3,1,0,0,0
34,no,travel_rarely,1442,research & development,9,3,medical,1,4,female,46,2,3,healthcare representative,2,single,8621,17654,1,y,no,14,3,2,80,0,9,3,4,8,7,7,7
32,no,travel_rarely,929,sales,10,3,marketing,1,4,male,55,3,2,sales executive,4,single,5396,21703,1,y,no,12,3,4,80,0,10,2,2,10,7,0,8
50,yes,travel_frequently,562,sales,8,2,technical degree,1,2,male,50,3,2,sales executive,3,married,6796,23452,3,y,yes,14,3,1,80,1,18,4,3,4,3,1,3
38,no,travel_rarely,827,research & development,1,4,life sciences,1,2,female,33,4,2,healthcare representative,4,single,7625,19383,0,y,no,13,3,3,80,0,10,4,2,9,7,1,8
27,no,travel_rarely,608,research & development,1,2,life sciences,1,3,female,68,3,3,manufacturing director,1,married,7412,6009,1,y,no,11,3,4,80,0,9,3,3,9,7,0,7
47,no,travel_rarely,703,sales,14,4,marketing,1,4,male,42,3,2,sales executive,1,single,4960,11825,2,y,no,12,3,4,80,0,20,2,3,7,7,1,7
60,no,travel_rarely,1179,sales,16,4,marketing,1,1,male,84,3,2,sales executive,1,single,5405,11924,8,y,no,14,3,4,80,0,10,1,3,2,2,2,2
50,no,travel_rarely,316,sales,8,4,marketing,1,4,male,54,3,1,sales representative,2,married,3875,9983,7,y,no,15,3,4,80,1,4,2,3,2,2,2,2
28,yes,travel_rarely,654,research & development,1,2,life sciences,1,1,female,67,1,1,research scientist,2,single,2216,3872,7,y,yes,13,3,4,80,0,10,4,3,7,7,3,7
38,no,travel_rarely,168,research & development,1,3,life sciences,1,3,female,81,3,3,manufacturing director,3,single,7861,15397,4,y,yes,14,3,4,80,0,10,4,4,1,0,0,0
42,yes,travel_frequently,933,research & development,19,3,medical,1,3,male,57,4,1,research scientist,3,divorced,2759,20366,6,y,yes,12,3,4,80,0,7,2,3,2,2,2,2
34,no,travel_rarely,970,research & development,8,2,medical,1,2,female,96,3,2,healthcare representative,3,single,6142,7360,3,y,no,11,3,4,80,0,10,2,3,5,1,4,3
23,no,travel_rarely,650,research & development,9,1,medical,1,2,male,37,3,1,laboratory technician,1,married,2500,4344,1,y,no,14,3,4,80,1,5,2,4,4,3,0,2
27,no,travel_rarely,975,research & development,7,3,medical,1,4,female,55,2,2,healthcare representative,1,single,6811,23398,8,y,no,19,3,1,80,0,9,2,1,7,6,0,7
29,no,travel_rarely,1090,sales,10,3,marketing,1,4,male,83,3,1,sales representative,2,divorced,2297,17967,1,y,no,14,3,4,80,2,2,2,3,2,2,2,2
53,no,travel_rarely,346,research & development,6,3,life sciences,1,4,male,86,3,2,laboratory technician,4,single,2450,10919,2,y,no,17,3,4,80,0,19,4,3,2,2,2,2
35,no,non-travel,1225,research & development,2,4,life sciences,1,4,female,61,3,2,healthcare representative,1,divorced,5093,4761,2,y,no,11,3,1,80,1,16,2,4,1,0,0,0
32,no,travel_frequently,430,research & development,24,4,life sciences,1,1,male,80,3,2,laboratory technician,4,married,5309,21146,1,y,no,15,3,4,80,2,10,2,3,10,8,4,7
34,no,travel_rarely,167,research & development,8,5,life sciences,1,2,female,32,3,2,manufacturing director,1,divorced,5121,4187,3,y,no,14,3,3,80,1,7,3,3,0,0,0,0
33,yes,travel_rarely,527,research & development,1,4,other,1,4,male,63,3,1,research scientist,4,single,2686,5207,1,y,yes,13,3,3,80,0,10,2,2,10,9,7,8
45,no,travel_rarely,954,sales,2,2,technical degree,1,2,male,46,1,2,sales representative,3,single,6632,12388,0,y,no,13,3,1,80,0,9,3,3,8,7,3,1
23,no,travel_rarely,310,research & development,10,1,medical,1,1,male,79,4,1,research scientist,3,single,3505,19630,1,y,no,18,3,4,80,0,2,3,3,2,2,0,2
47,yes,travel_frequently,719,sales,27,2,life sciences,1,2,female,77,4,2,sales executive,3,single,6397,10339,4,y,yes,12,3,4,80,0,8,2,3,5,4,1,3
36,no,non-travel,1434,sales,8,4,life sciences,1,1,male,76,2,3,sales executive,1,single,7587,14229,1,y,no,15,3,2,80,0,10,1,3,10,7,0,9
52,no,non-travel,715,research & development,19,4,medical,1,4,male,41,3,1,research scientist,4,married,4258,26589,0,y,no,18,3,1,80,1,5,3,3,4,3,1,2
26,no,travel_frequently,575,research & development,1,2,life sciences,1,1,female,71,1,1,laboratory technician,4,divorced,4364,5288,3,y,no,14,3,1,80,1,5,2,3,2,2,2,0
29,no,travel_rarely,657,research & development,27,3,medical,1,2,female,66,3,2,healthcare representative,3,married,4335,25549,4,y,no,12,3,1,80,1,11,3,2,8,7,1,1
26,yes,travel_rarely,1146,sales,8,3,technical degree,1,4,male,38,2,2,sales executive,1,single,5326,3064,6,y,no,17,3,3,80,0,6,2,2,4,3,1,2
34,no,travel_rarely,182,research & development,1,4,life sciences,1,2,female,72,4,1,research scientist,4,single,3280,13551,2,y,no,16,3,3,80,0,10,2,3,4,2,1,3
27,no,travel_frequently,829,sales,8,1,marketing,1,3,male,84,3,2,sales executive,4,married,4342,24008,0,y,no,19,3,2,80,1,5,3,3,4,2,1,1
37,no,travel_rarely,571,research & development,10,1,life sciences,1,4,female,82,3,1,research scientist,1,divorced,2782,19905,0,y,yes,13,3,2,80,2,6,3,2,5,3,4,3
38,no,travel_frequently,240,research & development,2,4,life sciences,1,1,female,75,4,2,manufacturing director,1,single,5980,26085,6,y,yes,12,3,4,80,0,17,2,3,15,7,4,12
34,no,travel_rarely,121,research & development,2,4,medical,1,3,female,86,2,1,research scientist,1,single,4381,7530,1,y,no,11,3,3,80,0,6,3,3,6,5,1,3
35,no,travel_rarely,384,sales,8,4,life sciences,1,1,female,72,3,1,sales representative,4,married,2572,20317,1,y,no,16,3,2,80,1,3,1,2,3,2,0,2
34,no,travel_rarely,1111,sales,8,2,life sciences,1,3,female,93,3,2,sales executive,1,married,6500,13305,5,y,no,17,3,2,80,1,6,1,3,3,2,1,2
29,yes,travel_rarely,805,research & development,1,2,life sciences,1,2,female,36,2,1,laboratory technician,1,married,2319,6689,1,y,yes,11,3,4,80,1,1,1,3,1,0,0,0
33,no,travel_rarely,213,research & development,7,3,medical,1,3,male,49,3,3,research director,3,married,11691,25995,0,y,no,11,3,4,80,0,14,3,4,13,9,3,7
33,yes,travel_rarely,118,sales,16,3,marketing,1,1,female,69,3,2,sales executive,1,single,5324,26507,5,y,no,15,3,3,80,0,6,3,3,3,2,0,2
36,no,travel_rarely,676,research & development,1,3,other,1,3,female,35,3,2,manufacturing director,2,married,5228,23361,0,y,no,15,3,1,80,1,10,2,3,9,7,0,5
28,yes,travel_rarely,890,research & development,2,4,medical,1,3,male,46,3,1,research scientist,3,single,4382,16374,6,y,no,17,3,4,80,0,5,3,2,2,2,2,1
36,no,travel_rarely,1041,human resources,13,3,human resources,1,3,male,36,3,1,human resources,2,married,2143,25527,4,y,no,13,3,2,80,1,8,2,3,5,2,0,4
32,no,travel_rarely,859,research & development,4,3,life sciences,1,3,female,98,2,2,manufacturing director,3,married,6162,19124,1,y,no,12,3,3,80,1,14,3,3,14,13,6,8
45,no,travel_rarely,252,research & development,2,3,life sciences,1,2,female,95,2,1,research scientist,3,single,2274,6153,1,y,no,14,3,4,80,0,1,3,3,1,0,0,0
42,no,travel_rarely,933,research & development,29,3,life sciences,1,2,male,98,3,2,manufacturing director,2,married,4434,11806,1,y,no,13,3,4,80,1,10,3,2,9,8,7,8
38,no,travel_frequently,471,research & development,12,3,life sciences,1,1,male,45,2,2,healthcare representative,1,divorced,6288,4284,2,y,no,15,3,3,80,1,13,3,2,4,3,1,2
34,no,travel_frequently,702,research & development,16,4,life sciences,1,3,female,100,2,1,research scientist,4,single,2553,8306,1,y,no,16,3,3,80,0,6,3,3,5,2,1,3
49,yes,travel_rarely,1184,sales,11,3,marketing,1,3,female,43,3,3,sales executive,4,married,7654,5860,1,y,no,18,3,1,80,2,9,3,4,9,8,7,7
55,yes,travel_rarely,436,sales,2,1,medical,1,3,male,37,3,2,sales executive,4,single,5160,21519,4,y,no,16,3,3,80,0,12,3,2,9,7,7,3
27,no,travel_rarely,269,research & development,5,1,technical degree,1,3,male,42,2,3,research director,4,divorced,12808,8842,1,y,yes,16,3,2,80,1,9,3,3,9,8,0,8
34,no,travel_rarely,829,human resources,3,2,human resources,1,3,male,88,3,1,human resources,4,married,3737,2243,0,y,no,19,3,3,80,1,4,1,1,3,2,0,2
26,yes,travel_frequently,887,research & development,5,2,medical,1,3,female,88,2,1,research scientist,3,married,2366,20898,1,y,yes,14,3,1,80,1,8,2,3,8,7,1,7
25,no,travel_rarely,180,research & development,2,1,medical,1,1,male,65,4,1,research scientist,1,single,3424,21632,7,y,no,13,3,3,80,0,6,3,2,4,3,0,1
35,no,travel_rarely,1343,research & development,27,1,medical,1,3,female,53,2,1,research scientist,1,single,2559,17852,1,y,no,11,3,4,80,0,6,3,2,6,5,1,1
